record_id,station_id,plant,region,gas_type,supply_date,supply_volume,revenue,status
1598,S2598,Plant_C,South,CNG,2023-03-06,,,
1599,S2599,Plant_B,South,PNG,2023-02-24,,228.06,Active
1600,S2600,Plant_C,South,PNG,2023-10-01,,289.51,Inactive
1601,S2601,Plant_B,West,CNG,2023-03-04,548.7,,
1602,S2602,Plant_D,West,,2023-03-17,,377.07,Inactive
1603,S2603,Plant_B,,PNG,2023-06-10,154.37,,Active
1604,S2604,Plant_C,North,LNG,2023-05-13,924.79,300.03,
1605,S2605,Plant_C,,,2023-09-16,986.92,142.78,
1606,S2606,Plant_A,North,,2023-07-08,,472.82,Inactive
1607,S2607,Plant_B,North,,2023-01-04,509.13,202.61,Inactive
1608,S2608,Plant_A,North,PNG,2023-12-24,373.72,200.41,
1609,S2609,Plant_C,North,PNG,2023-07-05,829.18,,Active
1610,S2610,Plant_B,,PNG,2023-06-10,,323.77,
1611,S2611,Plant_C,North,CNG,2023-05-22,,,
1612,S2612,Plant_B,North,,2023-12-20,739.34,,Inactive
1613,S2613,Plant_A,East,,2023-07-13,,,
1614,S2614,Plant_B,East,PNG,2023-05-01,,58.75,
1615,S2615,Plant_C,,LNG,2023-03-21,638.14,369.8,Active
1616,S2616,Plant_A,East,CNG,2023-10-12,,183.06,Active
1617,S2617,Plant_C,North,LNG,2023-03-24,,,
1618,S2618,Plant_B,East,CNG,2023-01-10,,,
1619,S2619,Plant_A,,,2023-03-26,597.07,334.54,
1620,S2620,Plant_A,,PNG,2023-06-01,,,Active
1621,S2621,Plant_B,West,,2023-09-10,504.92,259.37,Inactive
1622,S2622,Plant_A,West,,2023-06-21,224.12,,
1623,S2623,Plant_B,East,,2023-05-05,869.95,,
1624,S2624,Plant_C,South,,2023-05-03,,373.12,
1625,S2625,Plant_C,West,PNG,2023-12-09,,205.55,
1626,S2626,Plant_A,West,CNG,2023-12-21,142.72,248.63,Inactive
1627,S2627,Plant_D,South,CNG,2023-10-06,599.51,,Inactive
1628,S2628,Plant_D,South,,2023-02-14,,,
1629,S2629,Plant_D,South,,2023-01-23,997.47,,Active
1630,S2630,Plant_B,,PNG,2023-09-23,382.7,,Active
1631,S2631,Plant_B,North,CNG,2023-01-21,,231.08,Active
1632,S2632,Plant_D,,LNG,2023-06-05,,,
1633,S2633,Plant_C,West,CNG,2023-04-17,,,Inactive
1634,S2634,Plant_C,East,,2023-01-23,364.61,,Active
1635,S2635,Plant_B,North,CNG,2023-02-18,954.78,168.67,Inactive
1636,S2636,Plant_B,North,,2023-05-07,380.07,155.63,Inactive
1637,S2637,Plant_C,North,,2023-09-02,,51.98,
1638,S2638,Plant_A,West,LNG,2023-05-17,,491.39,Active
1639,S2639,Plant_C,,CNG,2023-07-04,,371.3,Inactive
1640,S2640,Plant_A,,CNG,2023-07-13,487.62,,Active
1641,S2641,Plant_D,West,,2023-04-04,814.33,81.56,
1642,S2642,Plant_B,,CNG,2023-09-26,,184.0,
1643,S2643,Plant_C,West,,2023-04-23,,265.82,Active
1644,S2644,Plant_A,East,PNG,2023-08-17,,331.64,Active
1645,S2645,Plant_C,South,,2023-06-28,,,Active
1646,S2646,Plant_A,South,,2023-02-04,720.98,,
1647,S2647,Plant_C,West,CNG,2023-10-28,803.86,114.0,
1648,S2648,Plant_D,North,LNG,2023-02-06,358.36,,Active
1649,S2649,Plant_D,North,,2023-01-07,177.78,,Active
1650,S2650,Plant_B,East,PNG,2023-11-23,162.6,,
1651,S2651,Plant_D,South,LNG,2023-04-19,,490.98,Active
1652,S2652,Plant_C,West,,2023-01-23,,,Active
1653,S2653,Plant_B,North,PNG,2023-03-08,,78.58,Inactive
1654,S2654,Plant_A,,CNG,2023-01-10,710.6,,Inactive
1655,S2655,Plant_A,North,CNG,2023-01-23,,,Active
1656,S2656,Plant_D,North,,2023-06-25,587.92,426.46,
1657,S2657,Plant_C,East,LNG,2023-12-10,,322.89,
1658,S2658,Plant_B,,PNG,2023-10-28,339.77,253.91,Active
1659,S2659,Plant_B,,,2023-01-07,599.12,,Active
1660,S2660,Plant_A,East,LNG,2023-10-26,,137.71,Active
1661,S2661,Plant_D,South,,2023-03-15,207.26,,Inactive
1662,S2662,Plant_D,East,PNG,2023-02-27,529.0,,Inactive
1663,S2663,Plant_D,,,2023-01-28,479.04,126.74,Active
1664,S2664,Plant_A,North,LNG,2023-12-04,,274.99,
1665,S2665,Plant_B,South,,2023-12-11,,,
1666,S2666,Plant_C,West,CNG,2023-08-25,,,
1667,S2667,Plant_D,North,CNG,2023-07-08,,126.94,Inactive
1668,S2668,Plant_B,South,PNG,2023-10-21,,,Inactive
1669,S2669,Plant_A,North,CNG,2023-08-07,725.74,132.94,Inactive
1670,S2670,Plant_D,,LNG,2023-03-07,,,Inactive
1671,S2671,Plant_D,West,,2023-07-26,,252.3,Inactive
1672,S2672,Plant_D,North,PNG,2023-01-26,514.98,433.82,Active
1673,S2673,Plant_C,,,2023-02-08,540.16,,Active
1674,S2674,Plant_B,West,CNG,2023-12-20,,65.89,Active
1675,S2675,Plant_C,North,PNG,2023-06-02,,251.49,Active
1676,S2676,Plant_B,,LNG,2023-07-11,,217.99,Inactive
1677,S2677,Plant_B,South,PNG,2023-09-04,,428.57,Active
1678,S2678,Plant_A,North,PNG,2023-08-22,239.54,,
1679,S2679,Plant_D,North,CNG,2023-01-09,702.99,,Inactive
1680,S2680,Plant_B,East,LNG,2023-10-26,443.75,,Active
1681,S2681,Plant_D,West,PNG,2023-01-19,307.58,,
1682,S2682,Plant_A,East,CNG,2023-05-16,116.88,54.29,
1683,S2683,Plant_A,West,CNG,2023-05-25,830.56,384.2,Inactive
1684,S2684,Plant_A,East,CNG,2023-01-22,,346.09,Inactive
1685,S2685,Plant_B,West,CNG,2023-06-24,616.63,76.29,
1686,S2686,Plant_D,,PNG,2023-05-14,347.01,248.78,
1687,S2687,Plant_B,South,LNG,2023-02-19,,396.1,Inactive
1688,S2688,Plant_A,East,LNG,2023-01-19,,410.51,Inactive
1689,S2689,Plant_A,East,,2023-07-25,571.67,,Inactive
1690,S2690,Plant_D,East,CNG,2023-01-25,493.57,364.09,Active
1691,S2691,Plant_B,West,PNG,2023-03-11,939.51,,Inactive
1692,S2692,Plant_D,,LNG,2023-04-23,,265.11,Inactive
1693,S2693,Plant_B,East,PNG,2023-07-05,,,
1694,S2694,Plant_C,North,PNG,2023-07-19,878.62,,
1695,S2695,Plant_A,North,CNG,2023-07-08,375.28,78.51,Active
1696,S2696,Plant_D,North,LNG,2023-02-07,654.58,,Inactive
1697,S2697,Plant_B,South,PNG,2023-07-23,,,Active
1698,S2698,Plant_A,,,2023-11-22,928.03,,
1699,S2699,Plant_B,North,CNG,2023-09-20,,462.87,
1700,S2700,Plant_C,North,,2023-05-19,349.48,,Active
1701,S2701,Plant_B,North,LNG,2023-09-17,135.1,284.85,Active
1702,S2702,Plant_C,North,,2023-03-07,,69.06,Inactive
1703,S2703,Plant_C,South,LNG,2023-10-03,276.6,90.0,
1704,S2704,Plant_C,South,PNG,2023-02-08,999.9,,Inactive
1705,S2705,Plant_C,North,,2023-01-17,,,Active
1706,S2706,Plant_C,West,,2023-10-27,101.43,,
1707,S2707,Plant_A,West,PNG,2023-03-02,,302.4,
1708,S2708,Plant_D,North,,2023-12-10,325.9,,Active
1709,S2709,Plant_C,West,,2023-04-26,795.4,,Inactive
1710,S2710,Plant_A,West,CNG,2023-10-26,,441.96,Inactive
1711,S2711,Plant_A,,CNG,2023-01-04,781.91,256.33,Inactive
1712,S2712,Plant_D,South,PNG,2023-08-01,237.1,232.31,Inactive
1713,S2713,Plant_C,South,LNG,2023-03-11,814.62,,
1714,S2714,Plant_B,South,,2023-03-11,516.81,,
1715,S2715,Plant_A,South,PNG,2023-08-10,239.4,184.2,
1716,S2716,Plant_D,West,PNG,2023-06-07,,200.95,Active
1717,S2717,Plant_B,North,PNG,2023-01-13,,,Active
1718,S2718,Plant_B,East,LNG,2023-06-19,423.71,206.88,
1719,S2719,Plant_B,West,LNG,2023-07-08,770.78,,
1720,S2720,Plant_B,North,CNG,2023-06-02,443.2,,Inactive
1721,S2721,Plant_D,South,PNG,2023-09-26,518.61,83.79,Inactive
1722,S2722,Plant_B,South,PNG,2023-05-07,,,Inactive
1723,S2723,Plant_C,North,PNG,2023-08-08,527.38,,
1724,S2724,Plant_C,North,CNG,2023-02-08,548.98,476.98,
1725,S2725,Plant_A,,,2023-02-23,118.24,449.02,
1726,S2726,Plant_B,North,CNG,2023-04-21,805.06,485.04,
1727,S2727,Plant_C,East,PNG,2023-06-05,905.0,,
1728,S2728,Plant_D,West,PNG,2023-03-19,764.55,370.48,Active
1729,S2729,Plant_B,North,LNG,2023-02-06,,,Inactive
1730,S2730,Plant_C,West,,2023-02-06,191.29,,Active
1731,S2731,Plant_D,North,,2023-02-10,,,Active
1732,S2732,Plant_B,East,,2023-01-25,,280.62,Inactive
1733,S2733,Plant_B,,,2023-02-09,,,Inactive
1734,S2734,Plant_B,,LNG,2023-02-27,,,
1735,S2735,Plant_D,East,CNG,2023-07-10,,380.63,
1736,S2736,Plant_D,,LNG,2023-06-06,,163.72,Inactive
1737,S2737,Plant_D,North,,2023-05-10,507.17,,
1738,S2738,Plant_B,,CNG,2023-02-19,265.81,252.26,Active
1739,S2739,Plant_B,South,PNG,2023-07-01,900.84,189.7,Active
1740,S2740,Plant_D,South,LNG,2023-05-26,,290.38,Active
1741,S2741,Plant_C,East,,2023-11-13,833.83,148.81,Active
1742,S2742,Plant_C,East,CNG,2023-12-16,944.3,,
1743,S2743,Plant_D,North,,2023-11-04,167.48,70.45,Inactive
1744,S2744,Plant_B,East,PNG,2023-03-18,,,Active
1745,S2745,Plant_C,North,LNG,2023-08-26,,,
1746,S2746,Plant_A,East,PNG,2023-08-08,803.0,,Active
1747,S2747,Plant_D,North,CNG,2023-12-03,644.87,,
1748,S2748,Plant_A,West,CNG,2023-01-15,461.76,428.74,Active
1749,S2749,Plant_C,East,,2023-12-23,,398.14,
1750,S2750,Plant_A,East,LNG,2023-07-03,,,Inactive
1751,S2751,Plant_C,,LNG,2023-02-18,,,Inactive
1752,S2752,Plant_C,,CNG,2023-07-15,323.31,,Active
1753,S2753,Plant_C,,,2023-02-09,,332.41,Inactive
1754,S2754,Plant_A,West,CNG,2023-12-18,,244.49,Active
1755,S2755,Plant_B,West,LNG,2023-05-08,187.91,,Inactive
1756,S2756,Plant_D,East,LNG,2023-03-02,,,Active
1757,S2757,Plant_A,North,CNG,2023-02-28,489.34,306.6,
1758,S2758,Plant_D,North,LNG,2023-07-18,199.44,468.73,
1759,S2759,Plant_D,North,,2023-04-22,910.74,483.95,Active
1760,S2760,Plant_B,West,CNG,2023-06-25,488.39,75.12,Active
1761,S2761,Plant_B,South,LNG,2023-12-23,,,Active
1762,S2762,Plant_D,North,,2023-09-10,744.28,319.73,Inactive
1763,S2763,Plant_D,West,,2023-06-15,,194.63,Inactive
1764,S2764,Plant_C,,CNG,2023-12-19,,,
1765,S2765,Plant_B,East,,2023-06-24,,,
1766,S2766,Plant_B,West,LNG,2023-08-24,137.33,,Active
1767,S2767,Plant_C,North,CNG,2023-08-15,,233.41,
1768,S2768,Plant_D,South,PNG,2023-09-13,,,Inactive
1769,S2769,Plant_B,South,LNG,2023-07-03,,,Active
1770,S2770,Plant_D,South,CNG,2023-09-17,,,Active
1771,S2771,Plant_C,,LNG,2023-09-17,114.01,311.53,Inactive
1772,S2772,Plant_C,West,CNG,2023-06-19,509.51,,Active
1773,S2773,Plant_D,,PNG,2023-01-05,870.73,164.88,
1774,S2774,Plant_B,North,PNG,2023-04-27,784.53,443.69,
1775,S2775,Plant_B,South,LNG,2023-06-10,719.18,,Active
1776,S2776,Plant_B,,CNG,2023-11-18,538.48,194.87,Inactive
1777,S2777,Plant_D,North,CNG,2023-03-23,779.06,,Inactive
1778,S2778,Plant_C,,LNG,2023-02-07,455.88,,
1779,S2779,Plant_B,South,,2023-09-24,145.32,256.95,
1780,S2780,Plant_A,East,CNG,2023-06-08,,279.0,Active
1781,S2781,Plant_C,South,CNG,2023-01-03,856.48,153.5,
1782,S2782,Plant_A,West,,2023-12-18,888.58,334.79,Inactive
1783,S2783,Plant_A,East,PNG,2023-02-19,518.29,476.88,Active
1784,S2784,Plant_A,South,LNG,2023-10-12,185.65,117.53,Inactive
1785,S2785,Plant_D,East,CNG,2023-09-28,,,
1786,S2786,Plant_D,North,,2023-08-22,,,
1787,S2787,Plant_A,South,LNG,2023-04-26,,341.68,Active
1788,S2788,Plant_A,South,CNG,2023-07-02,,,Active
1789,S2789,Plant_C,South,,2023-11-13,,301.26,Inactive
1790,S2790,Plant_D,West,PNG,2023-10-23,,183.7,
1791,S2791,Plant_B,,PNG,2023-05-10,,316.88,
1792,S2792,Plant_C,,LNG,2023-02-11,242.52,,Active
1793,S2793,Plant_A,South,LNG,2023-08-07,,421.02,
1794,S2794,Plant_D,West,PNG,2023-10-28,400.29,,Inactive
1795,S2795,Plant_B,East,PNG,2023-06-19,230.87,223.76,Inactive
1796,S2796,Plant_C,East,CNG,2023-09-11,,289.83,Inactive
1797,S2797,Plant_A,,,2023-08-12,,,
1798,S2798,Plant_A,South,CNG,2023-11-26,137.47,443.13,
1799,S2799,Plant_B,North,PNG,2023-12-19,,255.48,
1800,S2800,Plant_A,West,PNG,2023-03-04,,364.28,Active
1801,S2801,Plant_A,East,PNG,2023-04-01,895.81,449.97,Inactive
1802,S2802,Plant_C,West,LNG,2023-03-11,,393.82,
1803,S2803,Plant_C,North,,2023-08-26,,340.14,Active
1804,S2804,Plant_B,,LNG,2023-01-25,473.63,,Inactive
1805,S2805,Plant_B,North,LNG,2023-04-15,,,Inactive
1806,S2806,Plant_A,,LNG,2023-07-07,,,Inactive
1807,S2807,Plant_B,South,,2023-04-13,,420.16,Active
1808,S2808,Plant_A,,CNG,2023-07-06,174.95,,Active
1809,S2809,Plant_A,West,CNG,2023-06-14,,,Inactive
1810,S2810,Plant_B,South,LNG,2023-08-19,,,Inactive
1811,S2811,Plant_B,North,PNG,2023-01-19,813.72,,
1812,S2812,Plant_C,West,CNG,2023-03-04,,,Inactive
1813,S2813,Plant_C,,LNG,2023-02-20,,195.61,
1814,S2814,Plant_B,East,LNG,2023-05-07,977.21,,
1815,S2815,Plant_B,East,,2023-05-13,738.52,371.94,
1816,S2816,Plant_C,North,PNG,2023-08-20,664.31,164.37,Inactive
1817,S2817,Plant_D,North,PNG,2023-08-07,,368.33,Active
1818,S2818,Plant_C,East,,2023-10-17,,360.92,
1819,S2819,Plant_C,,,2023-08-20,623.3,94.11,Active
1820,S2820,Plant_C,,LNG,2023-09-06,,,Active
1821,S2821,Plant_A,East,CNG,2023-11-03,,,
1822,S2822,Plant_D,South,CNG,2023-09-02,294.98,342.75,Active
1823,S2823,Plant_C,West,PNG,2023-12-15,,206.64,
1824,S2824,Plant_A,East,CNG,2023-06-13,953.8,450.59,
1825,S2825,Plant_A,,,2023-08-15,,477.1,Active
1826,S2826,Plant_D,East,CNG,2023-09-13,996.76,,
1827,S2827,Plant_A,North,PNG,2023-08-21,373.4,,
1828,S2828,Plant_B,North,LNG,2023-10-21,535.81,87.62,
1829,S2829,Plant_A,East,,2023-10-15,415.87,,
1830,S2830,Plant_B,South,LNG,2023-06-01,,192.54,Active
1831,S2831,Plant_D,West,,2023-01-27,,,Inactive
1832,S2832,Plant_B,,PNG,2023-01-05,512.06,,
1833,S2833,Plant_A,South,,2023-08-03,,135.95,Active
1834,S2834,Plant_B,South,PNG,2023-09-24,,,Inactive
1835,S2835,Plant_D,North,CNG,2023-08-04,,,Active
1836,S2836,Plant_C,North,,2023-06-19,,349.46,
1837,S2837,Plant_A,South,LNG,2023-07-26,,137.24,
1838,S2838,Plant_C,,CNG,2023-04-03,343.15,81.76,Active
1839,S2839,Plant_B,South,CNG,2023-07-08,766.49,240.05,
1840,S2840,Plant_B,,LNG,2023-01-11,,,Inactive
1841,S2841,Plant_D,South,PNG,2023-09-05,625.69,,Inactive
1842,S2842,Plant_C,East,,2023-09-19,734.08,382.87,
1843,S2843,Plant_D,East,LNG,2023-12-03,532.79,476.07,Inactive
1844,S2844,Plant_C,,PNG,2023-05-04,,,
1845,S2845,Plant_B,,CNG,2023-05-14,,,
1846,S2846,Plant_B,,LNG,2023-03-18,,,Inactive
1847,S2847,Plant_A,North,PNG,2023-11-24,,70.43,
1848,S2848,Plant_A,South,LNG,2023-02-17,,,Active
1849,S2849,Plant_D,North,,2023-08-08,,,Inactive
1850,S2850,Plant_C,West,PNG,2023-04-08,600.76,,Active
1851,S2851,Plant_A,West,LNG,2023-11-24,,86.5,
1852,S2852,Plant_D,,,2023-01-15,358.35,,
1853,S2853,Plant_C,North,,2023-02-09,,,Inactive
1854,S2854,Plant_B,North,CNG,2023-09-14,,,
1855,S2855,Plant_A,South,LNG,2023-04-15,838.6,,Active
1856,S2856,Plant_C,South,PNG,2023-02-26,115.09,304.28,
1857,S2857,Plant_D,South,PNG,2023-03-10,,,Active
1858,S2858,Plant_C,South,LNG,2023-01-11,,,
1859,S2859,Plant_C,South,,2023-11-05,157.12,,
1860,S2860,Plant_C,East,,2023-01-05,696.29,50.16,Inactive
1861,S2861,Plant_D,East,CNG,2023-08-23,619.46,366.18,
1862,S2862,Plant_D,West,LNG,2023-12-07,,73.85,
1863,S2863,Plant_D,,PNG,2023-03-17,493.47,,
1864,S2864,Plant_C,North,CNG,2023-12-20,762.13,,
1865,S2865,Plant_C,East,CNG,2023-06-27,,,Inactive
1866,S2866,Plant_D,East,LNG,2023-07-01,,337.18,Active
1867,S2867,Plant_B,South,,2023-10-09,,,Inactive
1868,S2868,Plant_A,,PNG,2023-08-08,,,Active
1869,S2869,Plant_B,West,CNG,2023-07-15,670.66,,Active
1870,S2870,Plant_A,West,CNG,2023-12-08,,437.35,
1871,S2871,Plant_B,East,PNG,2023-08-14,,,
1872,S2872,Plant_A,South,,2023-08-24,,,
1873,S2873,Plant_B,East,PNG,2023-12-16,894.98,,Inactive
1874,S2874,Plant_C,North,PNG,2023-03-18,,,Active
1875,S2875,Plant_B,East,PNG,2023-04-21,,253.21,Active
1876,S2876,Plant_C,,,2023-02-11,,,
1877,S2877,Plant_C,South,,2023-05-22,,,Inactive
1878,S2878,Plant_B,North,PNG,2023-03-26,701.31,,Inactive
1879,S2879,Plant_A,North,CNG,2023-08-26,,159.71,Inactive
1880,S2880,Plant_A,,LNG,2023-10-21,773.94,240.25,
1881,S2881,Plant_D,North,LNG,2023-04-26,215.83,211.71,Inactive
1882,S2882,Plant_C,,CNG,2023-07-10,897.02,,Inactive
1883,S2883,Plant_B,South,PNG,2023-04-10,816.14,,
1884,S2884,Plant_B,East,CNG,2023-09-02,874.11,,
1885,S2885,Plant_C,,CNG,2023-12-16,974.2,333.81,Active
1886,S2886,Plant_A,East,LNG,2023-07-02,,,
1887,S2887,Plant_B,North,LNG,2023-02-15,,218.01,Active
1888,S2888,Plant_D,South,LNG,2023-08-26,279.99,,Inactive
1889,S2889,Plant_A,,CNG,2023-04-06,743.31,,Inactive
1890,S2890,Plant_B,West,PNG,2023-11-13,470.86,,Active
1891,S2891,Plant_B,West,LNG,2023-07-13,898.58,292.46,Active
1892,S2892,Plant_C,West,CNG,2023-09-11,560.64,,Inactive
1893,S2893,Plant_D,West,PNG,2023-04-03,,452.0,
1894,S2894,Plant_A,North,CNG,2023-05-22,,,Active
1895,S2895,Plant_B,South,PNG,2023-12-24,657.69,86.01,Active
1896,S2896,Plant_D,East,,2023-10-11,293.71,,Inactive
1897,S2897,Plant_A,,CNG,2023-11-28,,192.43,Inactive
1898,S2898,Plant_C,,,2023-09-18,861.77,292.36,Active
1899,S2899,Plant_C,North,CNG,2023-08-19,649.33,299.15,Active
1900,S2900,Plant_C,West,CNG,2023-04-28,688.97,,
1901,S2901,Plant_A,South,CNG,2023-02-11,,,Active
1902,S2902,Plant_B,West,CNG,2023-08-05,,,Inactive
1903,S2903,Plant_B,North,LNG,2023-10-13,206.42,,Active
1904,S2904,Plant_D,West,LNG,2023-10-27,,,Inactive
1905,S2905,Plant_C,West,LNG,2023-02-22,,354.04,
1906,S2906,Plant_C,East,CNG,2023-04-08,728.53,332.79,Inactive
1907,S2907,Plant_D,East,PNG,2023-08-15,865.75,,Inactive
1908,S2908,Plant_D,West,CNG,2023-07-03,,,
1909,S2909,Plant_D,North,LNG,2023-05-24,,,Inactive
1910,S2910,Plant_B,North,PNG,2023-07-14,,,Active
1911,S2911,Plant_B,West,PNG,2023-02-20,860.89,,Active
1912,S2912,Plant_A,North,CNG,2023-04-19,109.06,185.33,Inactive
1913,S2913,Plant_B,South,CNG,2023-02-09,440.91,478.63,
1914,S2914,Plant_A,West,LNG,2023-03-12,338.68,,
1915,S2915,Plant_C,East,,2023-05-14,811.78,,
1916,S2916,Plant_D,East,PNG,2023-02-25,381.95,,Active
1917,S2917,Plant_C,,,2023-12-09,,,
1918,S2918,Plant_D,,,2023-06-15,342.3,,Inactive
1919,S2919,Plant_A,West,PNG,2023-07-17,,348.16,Inactive
1920,S2920,Plant_A,,CNG,2023-11-28,,,Active
1921,S2921,Plant_D,North,,2023-03-05,,,Active
1922,S2922,Plant_C,North,,2023-05-25,566.68,,Active
1923,S2923,Plant_D,North,LNG,2023-05-17,,,Inactive
1924,S2924,Plant_A,,PNG,2023-01-19,,177.03,Active
1925,S2925,Plant_B,,PNG,2023-09-23,,,Inactive
1926,S2926,Plant_A,North,CNG,2023-11-07,,218.75,Active
1927,S2927,Plant_A,,,2023-07-24,396.1,272.5,Active
1928,S2928,Plant_A,North,,2023-10-18,,,Inactive
1929,S2929,Plant_C,North,LNG,2023-10-06,,,
1930,S2930,Plant_C,South,,2023-08-23,354.98,426.88,Inactive
1931,S2931,Plant_C,East,PNG,2023-04-08,,,
1932,S2932,Plant_C,East,LNG,2023-03-04,,,Active
1933,S2933,Plant_D,West,PNG,2023-05-05,375.91,,
1934,S2934,Plant_D,North,CNG,2023-01-16,224.93,387.54,
1935,S2935,Plant_B,,,2023-12-17,,,Inactive
1936,S2936,Plant_C,North,CNG,2023-08-17,,76.22,Inactive
1937,S2937,Plant_A,North,PNG,2023-01-25,,,Active
1938,S2938,Plant_C,West,PNG,2023-08-15,,,Inactive
1939,S2939,Plant_C,South,CNG,2023-03-22,,87.72,
1940,S2940,Plant_A,West,LNG,2023-03-04,,129.66,Inactive
1941,S2941,Plant_D,North,LNG,2023-09-14,760.18,156.88,Active
1942,S2942,Plant_C,North,LNG,2023-05-05,421.07,456.74,Inactive
1943,S2943,Plant_B,East,LNG,2023-01-21,227.2,,Active
1944,S2944,Plant_A,South,PNG,2023-07-05,,,Inactive
1945,S2945,Plant_D,,LNG,2023-12-14,,165.34,
1946,S2946,Plant_A,East,,2023-05-09,,323.4,Inactive
1947,S2947,Plant_A,South,CNG,2023-05-09,423.88,,Active
1948,S2948,Plant_C,West,PNG,2023-05-16,716.66,,Inactive
1949,S2949,Plant_D,West,,2023-07-07,439.34,279.98,Inactive
1950,S2950,Plant_C,West,PNG,2023-03-19,894.46,433.94,Active
1951,S2951,Plant_C,North,,2023-12-07,,56.42,Inactive
1952,S2952,Plant_D,,PNG,2023-11-06,315.68,416.01,
1953,S2953,Plant_B,East,,2023-04-16,227.1,350.81,Active
1954,S2954,Plant_A,,PNG,2023-06-11,831.83,466.86,
1955,S2955,Plant_A,,CNG,2023-06-23,,,
1956,S2956,Plant_B,South,LNG,2023-09-27,,151.85,Inactive
1957,S2957,Plant_D,East,,2023-10-03,829.54,344.01,Active
1958,S2958,Plant_B,,CNG,2023-03-11,,,Active
1959,S2959,Plant_B,North,,2023-02-06,100.25,397.21,Active
1960,S2960,Plant_B,South,CNG,2023-07-03,,,Active
1961,S2961,Plant_C,South,PNG,2023-01-07,,,Active
1962,S2962,Plant_D,North,PNG,2023-02-08,,424.86,Inactive
1963,S2963,Plant_D,,PNG,2023-07-15,626.68,65.81,
1964,S2964,Plant_A,East,PNG,2023-09-04,,,Active
1965,S2965,Plant_B,South,CNG,2023-05-04,990.23,,Active
1966,S2966,Plant_A,North,CNG,2023-05-07,718.17,,Active
1967,S2967,Plant_A,East,PNG,2023-12-11,457.42,,Inactive
1968,S2968,Plant_B,South,PNG,2023-11-22,,107.78,Active
1969,S2969,Plant_B,North,PNG,2023-04-03,745.08,,
1970,S2970,Plant_A,West,CNG,2023-12-15,,,Inactive
1971,S2971,Plant_D,South,CNG,2023-06-16,616.63,408.97,
1972,S2972,Plant_B,North,,2023-04-10,,147.18,Inactive
1973,S2973,Plant_C,,CNG,2023-07-07,989.67,,Inactive
1974,S2974,Plant_D,East,LNG,2023-04-24,,,
1975,S2975,Plant_D,North,LNG,2023-03-17,,467.44,Inactive
1976,S2976,Plant_B,East,,2023-04-12,,,
1977,S2977,Plant_A,South,,2023-10-16,,373.74,
1978,S2978,Plant_D,South,,2023-10-17,,323.81,
1979,S2979,Plant_D,North,,2023-12-26,,348.42,Inactive
1980,S2980,Plant_C,North,PNG,2023-12-22,340.95,,
1981,S2981,Plant_B,East,PNG,2023-10-03,,158.16,Inactive
1982,S2982,Plant_D,,CNG,2023-06-03,635.14,151.75,Active
1983,S2983,Plant_B,East,,2023-06-20,,98.96,Active
1984,S2984,Plant_D,East,CNG,2023-08-26,753.37,,Inactive
1985,S2985,Plant_D,East,PNG,2023-11-25,,470.97,Inactive
1986,S2986,Plant_A,East,LNG,2023-06-06,177.1,,Inactive
1987,S2987,Plant_B,North,LNG,2023-11-18,,,Active
1988,S2988,Plant_D,,LNG,2023-03-03,,,Inactive
1989,S2989,Plant_D,,,2023-09-19,,194.49,
1990,S2990,Plant_A,South,,2023-10-17,,,Active
1991,S2991,Plant_A,West,,2023-05-20,736.15,,
1992,S2992,Plant_C,South,PNG,2023-09-12,133.5,387.69,
1993,S2993,Plant_C,North,PNG,2023-12-07,,144.4,Inactive
1994,S2994,Plant_D,West,,2023-08-06,,267.18,Active
1995,S2995,Plant_A,North,PNG,2023-09-14,818.55,,
1996,S2996,Plant_D,North,CNG,2023-05-06,,440.54,Active
1997,S2997,Plant_B,West,,2023-09-17,,279.3,Inactive
1998,S2998,Plant_A,,PNG,2023-12-17,575.83,,Active
1999,S2999,Plant_A,East,PNG,2023-02-02,,255.71,Inactive
2000,S3000,Plant_B,West,PNG,2023-11-06,123.49,226.25,Active
2001,S3001,Plant_D,,CNG,2023-02-26,,,
2002,S3002,Plant_B,,,2023-08-12,,260.2,
2003,S3003,Plant_C,,,2023-03-09,832.96,,Active
2004,S3004,Plant_C,,CNG,2023-04-06,868.07,120.46,Inactive
2005,S3005,Plant_A,North,PNG,2023-08-01,,,Inactive
2006,S3006,Plant_A,South,LNG,2023-01-10,557.27,376.65,Inactive
2007,S3007,Plant_D,,PNG,2023-01-07,372.71,209.9,
2008,S3008,Plant_C,,,2023-12-27,995.73,187.54,Active
2009,S3009,Plant_A,,PNG,2023-12-13,993.1,,Inactive
2010,S3010,Plant_A,West,PNG,2023-11-02,137.39,108.43,Inactive
2011,S3011,Plant_D,North,CNG,2023-12-12,241.46,387.02,Active
2012,S3012,Plant_D,,,2023-12-10,,,Inactive
2013,S3013,Plant_D,West,CNG,2023-11-23,,,Inactive
2014,S3014,Plant_C,East,LNG,2023-04-22,878.13,,Active
2015,S3015,Plant_A,East,,2023-07-02,,,
2016,S3016,Plant_C,East,CNG,2023-01-18,,401.97,
2017,S3017,Plant_B,South,,2023-11-23,304.58,339.65,
2018,S3018,Plant_C,,CNG,2023-06-11,,73.65,
2019,S3019,Plant_C,South,LNG,2023-02-08,,292.02,Inactive
2020,S3020,Plant_D,East,,2023-03-05,500.75,,Active
2021,S3021,Plant_D,,CNG,2023-01-28,772.85,,
